,H+,H2+,H3+,Te,ne
0.7181818181818181,0.2022840818276959,0.052640123282600024,0.7450757948897041,0.6031358750329079,535446244807.66833
0.7272727272727272,0.2030602450174745,0.05571449632646171,0.7412252586560637,0.6277933032694104,542504960702.2136
0.7363636363636363,0.20749277555881307,0.05885742646754404,0.7336497979736428,0.6513501635946642,548581236918.96387
0.7454545454545454,0.20840130085631972,0.061974938234169684,0.7296237609095106,0.6746847648030365,557419752290.3604
0.7545454545454545,0.21278935923436587,0.06563207741618234,0.7215785633494519,0.7060745976044136,562983424738.0107
0.7636363636363636,0.2175167502546355,0.06908154059582679,0.7134017091495376,0.7326301069061377,572331426849.5575
0.7727272727272727,0.21855245314921976,0.07329833698815322,0.708149209862627,0.7652064585468702,581112165082.7495
0.7818181818181817,0.22119865086953563,0.07740583297233716,0.7013955161581272,0.798372594621037,588409047638.5787
0.7909090909090909,0.21725173486571075,0.08124139113998764,0.7015068739943017,0.8345141142041342,595871990260.7059
0.7999999999999999,0.219959379559669,0.08577772734747303,0.694262893092858,0.8737056610926499,604634722091.2288
0.8090909090909091,0.22764091439771902,0.09090249418460641,0.6814565914176746,0.9126372788026809,615148314695.0465
0.8181818181818181,0.23253536155785762,0.09601496865799569,0.6714496697841467,0.9610886163610707,624198368338.6615
0.8272727272727273,0.23113946052593048,0.10098070452331669,0.6678798349507528,1.0046751501441167,634895095562.9124
0.8363636363636363,0.23126460411936,0.10634570402728644,0.6623896918533536,1.0599947123214057,642605126986.2126
0.8454545454545453,0.23689976606928725,0.1124981512415563,0.6506020826891565,1.1156408613869968,654792579737.0879
0.8545454545454545,0.244346702522076,0.11829866466267008,0.637354632815254,1.185732922313342,665787578253.579
0.8636363636363635,0.24286567202467274,0.12470408383531287,0.6324302441400145,1.2444004808009363,677157181098.7089
0.8727272727272727,0.24329171322848353,0.1316126065608007,0.6250956802107158,1.3192777488208622,688713601630.1804
0.8818181818181817,0.25140614034323006,0.13893031211295845,0.6096635475438115,1.4022768381456205,701434164429.0542
0.8909090909090909,0.2520907424603596,0.1466089255253636,0.6013003320142769,1.495861533039402,714418489811.5452
0.8999999999999999,0.2577861517169163,0.1548471940814853,0.5873666542015983,1.581919375851494,730391859778.8706
0.9090909090909091,0.2586207808229287,0.16287696456031334,0.578502254616758,1.6961510473719725,744070059670.7883
0.9181818181818181,0.25899833458333793,0.17202391037398934,0.5689777550426728,1.8195747332718677,758032616132.7089
0.9272727272727272,0.26226519448570224,0.18162951227980517,0.5561052932344925,1.9614884670150645,774959733213.0671
0.9363636363636363,0.270899132604566,0.1908696860266588,0.5382311813687751,2.1202287644404847,793184646373.5786
0.9454545454545454,0.27431179635990566,0.2009607140022767,0.5247274896378176,2.3227155959524657,812056946972.5759
0.9545454545454545,0.27518398276178657,0.21223567960231063,0.5125803376359028,2.5372276221709846,832284882542.2081
0.9636363636363636,0.28109087124273147,0.22268697151802702,0.4962221572392415,2.8183765538167336,853113447466.2559
0.9727272727272727,0.2818849901594397,0.23417352391739543,0.4839414859231649,3.1687457239212518,874733372635.5107
0.9818181818181817,0.28737433357304276,0.24543378704967267,0.4671918793772845,3.607608473937747,897404824502.4327
0.9909090909090909,0.2902291454215421,0.2548731011694286,0.45489775340902927,4.277002691488525,917974409192.667
1.0,0.2926430231783561,0.25901476014839975,0.4483422166732441,5.339563271708723,927989035511.532
